NATION,REGION,PROVINCE_CODE,PROVINCE,MUNICIPALITY
Espana,Castilla Y Leon,VA,Valladolid,Manzanillo
Espana,Castilla Y Leon,VA,Valladolid,Marzales
Espana,Castilla Y Leon,VA,Valladolid,Matapozuelos
Espana,Castilla Y Leon,VA,Valladolid,Matilla De Los Canos (Va)
Espana,Castilla Y Leon,VA,Valladolid,Mayorga
Espana,Castilla Y Leon,VA,Valladolid,Medina De Rioseco
Espana,Castilla Y Leon,VA,Valladolid,Medina Del Campo
Espana,Castilla Y Leon,VA,Valladolid,Megeces
Espana,Castilla Y Leon,VA,Valladolid,Melgar De Abajo
Espana,Castilla Y Leon,VA,Valladolid,Melgar De Arriba
Espana,Castilla Y Leon,VA,Valladolid,Mojados
Espana,Castilla Y Leon,VA,Valladolid,Monasterio De Vega
Espana,Castilla Y Leon,VA,Valladolid,Montealegre De Campos
Espana,Castilla Y Leon,VA,Valladolid,Montemayor De Pililla
Espana,Castilla Y Leon,VA,Valladolid,Moral De La Reina
Espana,Castilla Y Leon,VA,Valladolid,Moraleja De Las Panaderas
Espana,Castilla Y Leon,VA,Valladolid,Morales De Campos
Espana,Castilla Y Leon,VA,Valladolid,Mota Del Marques
Espana,Castilla Y Leon,VA,Valladolid,Mucientes
Espana,Castilla Y Leon,VA,Valladolid,Muriel (Va)
Espana,Castilla Y Leon,VA,Valladolid,Nava Del Rey
Espana,Castilla Y Leon,VA,Valladolid,Nueva Villa De Las Torres
Espana,Castilla Y Leon,VA,Valladolid,Olivares De Duero
Espana,Castilla Y Leon,VA,Valladolid,Olmedo
Espana,Castilla Y Leon,VA,Valladolid,Olmos De Esgueva
Espana,Castilla Y Leon,VA,Valladolid,Olmos De Penafiel
Espana,Castilla Y Leon,VA,Valladolid,Palazuelo De Vedija
Espana,Castilla Y Leon,VA,Valladolid,Pedrajas De San Esteban
Espana,Castilla Y Leon,VA,Valladolid,Pedrosa Del Rey
Espana,Castilla Y Leon,VA,Valladolid,Penafiel (Va)
Espana,Castilla Y Leon,VA,Valladolid,Penaflor De Hornija
Espana,Castilla Y Leon,VA,Valladolid,Pesquera De Duero
Espana,Castilla Y Leon,VA,Valladolid,Pina De Esgueva
Espana,Castilla Y Leon,VA,Valladolid,Pinel De Abajo
Espana,Castilla Y Leon,VA,Valladolid,Pinel De Arriba
Espana,Castilla Y Leon,VA,Valladolid,Pollos
Espana,Castilla Y Leon,VA,Valladolid,Portillo
Espana,Castilla Y Leon,VA,Valladolid,Pozal De Gallinas
Espana,Castilla Y Leon,VA,Valladolid,Pozaldez
Espana,Castilla Y Leon,VA,Valladolid,Pozuelo De La Orden
Espana,Castilla Y Leon,VA,Valladolid,Puras
Espana,Castilla Y Leon,VA,Valladolid,Quintanilla De Arriba
Espana,Castilla Y Leon,VA,Valladolid,Quintanilla De Onesimo
Espana,Castilla Y Leon,VA,Valladolid,Quintanilla De Trigueros
Espana,Castilla Y Leon,VA,Valladolid,Quintanilla Del Molar
Espana,Castilla Y Leon,VA,Valladolid,Rabano
Espana,Castilla Y Leon,VA,Valladolid,Ramiro
Espana,Castilla Y Leon,VA,Valladolid,Renedo De Esgueva
Espana,Castilla Y Leon,VA,Valladolid,Roales De Campos
Espana,Castilla Y Leon,VA,Valladolid,Robladillo
Espana,Castilla Y Leon,VA,Valladolid,Roturas (Va)
Espana,Castilla Y Leon,VA,Valladolid,Rubi De Bracamonte
Espana,Castilla Y Leon,VA,Valladolid,Rueda (Va)
Espana,Castilla Y Leon,VA,Valladolid,Saelices De Mayorga
Espana,Castilla Y Leon,VA,Valladolid,Salvador De Zapardiel
Espana,Castilla Y Leon,VA,Valladolid,San Cebrian De Mazote
Espana,Castilla Y Leon,VA,Valladolid,San Llorente (Va)
Espana,Castilla Y Leon,VA,Valladolid,San Martin De Valveni
Espana,Castilla Y Leon,VA,Valladolid,San Miguel Del Arroyo
Espana,Castilla Y Leon,VA,Valladolid,San Miguel Del Pino
Espana,Castilla Y Leon,VA,Valladolid,San Pablo De La Moraleja
Espana,Castilla Y Leon,VA,Valladolid,San Pedro De Latarce
Espana,Castilla Y Leon,VA,Valladolid,San Pelayo
Espana,Castilla Y Leon,VA,Valladolid,San Roman De Hornija
Espana,Castilla Y Leon,VA,Valladolid,San Salvador
Espana,Castilla Y Leon,VA,Valladolid,San Vicente Del Palacio
Espana,Castilla Y Leon,VA,Valladolid,Santa Eufemia Del Arroyo
Espana,Castilla Y Leon,VA,Valladolid,Santervas De Campos
Espana,Castilla Y Leon,VA,Valladolid,Santibanez De Valcorba
Espana,Castilla Y Leon,VA,Valladolid,Santovenia De Pisuerga
Espana,Castilla Y Leon,VA,Valladolid,Sardon De Duero
Espana,Castilla Y Leon,VA,Valladolid,Serrada
Espana,Castilla Y Leon,VA,Valladolid,Siete Iglesias De Trabancos
Espana,Castilla Y Leon,VA,Valladolid,Simancas
Espana,Castilla Y Leon,VA,Valladolid,Tamariz De Campos
Espana,Castilla Y Leon,VA,Valladolid,Tiedra
Espana,Castilla Y Leon,VA,Valladolid,Tordehumos
Espana,Castilla Y Leon,VA,Valladolid,Tordesillas
Espana,Castilla Y Leon,VA,Valladolid,Torre De Esgueva
Espana,Castilla Y Leon,VA,Valladolid,Torre De Penafiel
Espana,Castilla Y Leon,VA,Valladolid,Torrecilla De La Abadesa
Espana,Castilla Y Leon,VA,Valladolid,Torrecilla De La Orden
Espana,Castilla Y Leon,VA,Valladolid,Torrecilla De La Torre
Espana,Castilla Y Leon,VA,Valladolid,Torrelobaton
Espana,Castilla Y Leon,VA,Valladolid,Torrescarcela
Espana,Castilla Y Leon,VA,Valladolid,Traspinedo
Espana,Castilla Y Leon,VA,Valladolid,Trigueros Del Valle
Espana,Castilla Y Leon,VA,Valladolid,Tudela De Duero
Espana,Castilla Y Leon,VA,Valladolid,Urones De Castroponce
Espana,Castilla Y Leon,VA,Valladolid,Uruena
Espana,Castilla Y Leon,VA,Valladolid,Valbuena De Duero
Espana,Castilla Y Leon,VA,Valladolid,Valdearcos De La Vega
Espana,Castilla Y Leon,VA,Valladolid,Valdenebro De Los Valles
Espana,Castilla Y Leon,VA,Valladolid,Valdestillas
Espana,Castilla Y Leon,VA,Valladolid,Valdunquillo
Espana,Castilla Y Leon,VA,Valladolid,Valladolid
Espana,Castilla Y Leon,VA,Valladolid,Valoria La Buena
Espana,Castilla Y Leon,VA,Valladolid,Valverde De Campos
Espana,Castilla Y Leon,VA,Valladolid,Vega De Ruiponce
Espana,Castilla Y Leon,VA,Valladolid,Vega De Valdetronco
Espana,Castilla Y Leon,VA,Valladolid,Velascalvaro
Espana,Castilla Y Leon,VA,Valladolid,Velilla (Va)
Espana,Castilla Y Leon,VA,Valladolid,Velliza
Espana,Castilla Y Leon,VA,Valladolid,Ventosa De La Cuesta (Va)
Espana,Castilla Y Leon,VA,Valladolid,Viana De Cega
Espana,Castilla Y Leon,VA,Valladolid,Villabanez (Va)
Espana,Castilla Y Leon,VA,Valladolid,Villabaruz De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villabragima
Espana,Castilla Y Leon,VA,Valladolid,Villacarralon
Espana,Castilla Y Leon,VA,Valladolid,Villacid De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villaco
Espana,Castilla Y Leon,VA,Valladolid,Villafrades De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villafranca De Duero
Espana,Castilla Y Leon,VA,Valladolid,Villafrechos
Espana,Castilla Y Leon,VA,Valladolid,Villafuerte
Espana,Castilla Y Leon,VA,Valladolid,Villagarcia De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villagomez La Nueva
Espana,Castilla Y Leon,VA,Valladolid,Villalan De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villalar De Los Comuneros
Espana,Castilla Y Leon,VA,Valladolid,Villalba De La Loma
Espana,Castilla Y Leon,VA,Valladolid,Villalba De Los Alcores
Espana,Castilla Y Leon,VA,Valladolid,Villalbarba
Espana,Castilla Y Leon,VA,Valladolid,Villalon De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villamuriel De Campos
Espana,Castilla Y Leon,VA,Valladolid,Villan De Tordesillas
Espana,Castilla Y Leon,VA,Valladolid,Villanubla
Espana,Castilla Y Leon,VA,Valladolid,Villanueva De Duero
Espana,Castilla Y Leon,VA,Valladolid,Villanueva De La Condesa
Espana,Castilla Y Leon,VA,Valladolid,Villanueva De Los Caballeros
Espana,Castilla Y Leon,VA,Valladolid,Villanueva De Los Infantes (Va)
Espana,Castilla Y Leon,VA,Valladolid,Villanueva De San Mancio
Espana,Castilla Y Leon,VA,Valladolid,Villardefrades
Espana,Castilla Y Leon,VA,Valladolid,Villarmentero De Esgueva
Espana,Castilla Y Leon,VA,Valladolid,Villasexmir
Espana,Castilla Y Leon,VA,Valladolid,Villavaquerin
Espana,Castilla Y Leon,VA,Valladolid,Villavellid
Espana,Castilla Y Leon,VA,Valladolid,Villaverde De Medina
Espana,Castilla Y Leon,VA,Valladolid,Villavicencio De Los Caballeros
Espana,Castilla Y Leon,VA,Valladolid,Viloria (Va)
Espana,Castilla Y Leon,VA,Valladolid,Wamba
Espana,Castilla Y Leon,VA,Valladolid,Zaratan (Va)
Espana,Castilla Y Leon,ZA,Zamora,Abezames
Espana,Castilla Y Leon,ZA,Zamora,Alcanices
Espana,Castilla Y Leon,ZA,Zamora,Alcubilla De Nogales
Espana,Castilla Y Leon,ZA,Zamora,Alfaraz De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Algodre
Espana,Castilla Y Leon,ZA,Zamora,Almaraz De Duero
Espana,Castilla Y Leon,ZA,Zamora,Almeida De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Andavias
Espana,Castilla Y Leon,ZA,Zamora,Arcenillas
Espana,Castilla Y Leon,ZA,Zamora,Arcos De La Polvorosa
Espana,Castilla Y Leon,ZA,Zamora,Arganin
Espana,Castilla Y Leon,ZA,Zamora,Argujillo
Espana,Castilla Y Leon,ZA,Zamora,Arquillinos
Espana,Castilla Y Leon,ZA,Zamora,Arrabalde
Espana,Castilla Y Leon,ZA,Zamora,Aspariegos
Espana,Castilla Y Leon,ZA,Zamora,Asturianos
Espana,Castilla Y Leon,ZA,Zamora,Ayoo De Vidriales
Espana,Castilla Y Leon,ZA,Zamora,Barcial Del Barco
Espana,Castilla Y Leon,ZA,Zamora,Belver De Los Montes
Espana,Castilla Y Leon,ZA,Zamora,Benegiles
Espana,Castilla Y Leon,ZA,Zamora,Bermillo De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Breto
Espana,Castilla Y Leon,ZA,Zamora,Bretocino
Espana,Castilla Y Leon,ZA,Zamora,Brime De Sog
Espana,Castilla Y Leon,ZA,Zamora,Brime De Urz
Espana,Castilla Y Leon,ZA,Zamora,Burganes De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Bustillo Del Oro
Espana,Castilla Y Leon,ZA,Zamora,Cabanas De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Calzadilla De Tera
Espana,Castilla Y Leon,ZA,Zamora,Canizal
Espana,Castilla Y Leon,ZA,Zamora,Canizo
Espana,Castilla Y Leon,ZA,Zamora,Carbajales De Alba
Espana,Castilla Y Leon,ZA,Zamora,Carbellino
Espana,Castilla Y Leon,ZA,Zamora,Casaseca De Campean
Espana,Castilla Y Leon,ZA,Zamora,Casaseca De Las Chanas
Espana,Castilla Y Leon,ZA,Zamora,Castrillo De La Guarena
Espana,Castilla Y Leon,ZA,Zamora,Castrogonzalo
Espana,Castilla Y Leon,ZA,Zamora,Castroverde De Campos
Espana,Castilla Y Leon,ZA,Zamora,Cazurra
Espana,Castilla Y Leon,ZA,Zamora,Cerecinos De Campos
Espana,Castilla Y Leon,ZA,Zamora,Cerecinos Del Carrizal
Espana,Castilla Y Leon,ZA,Zamora,Cernadilla
Espana,Castilla Y Leon,ZA,Zamora,Cervantes
Espana,Castilla Y Leon,ZA,Zamora,Cobreros
Espana,Castilla Y Leon,ZA,Zamora,Coomonte
Espana,Castilla Y Leon,ZA,Zamora,Coreses
Espana,Castilla Y Leon,ZA,Zamora,Corrales Del Vino
Espana,Castilla Y Leon,ZA,Zamora,Cotanes Del Monte
Espana,Castilla Y Leon,ZA,Zamora,Cubo De Benavente
Espana,Castilla Y Leon,ZA,Zamora,Cuelgamures
Espana,Castilla Y Leon,ZA,Zamora,El Pego
Espana,Castilla Y Leon,ZA,Zamora,El Pinero
Espana,Castilla Y Leon,ZA,Zamora,Entrala
Espana,Castilla Y Leon,ZA,Zamora,Espadanedo
Espana,Castilla Y Leon,ZA,Zamora,Fariza
Espana,Castilla Y Leon,ZA,Zamora,Fermoselle
Espana,Castilla Y Leon,ZA,Zamora,Ferreras De Abajo
Espana,Castilla Y Leon,ZA,Zamora,Ferreras De Arriba
Espana,Castilla Y Leon,ZA,Zamora,Ferreruela
Espana,Castilla Y Leon,ZA,Zamora,Figueruela De Arriba
Espana,Castilla Y Leon,ZA,Zamora,Fresno De La Polvorosa
Espana,Castilla Y Leon,ZA,Zamora,Fresno De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Friera De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Fuente Encalada
Espana,Castilla Y Leon,ZA,Zamora,Fuentelapena
Espana,Castilla Y Leon,ZA,Zamora,Fuentes De Ropel
Espana,Castilla Y Leon,ZA,Zamora,Fuentesauco
Espana,Castilla Y Leon,ZA,Zamora,Fuentesecas
Espana,Castilla Y Leon,ZA,Zamora,Fuentespreadas
Espana,Castilla Y Leon,ZA,Zamora,Galende
Espana,Castilla Y Leon,ZA,Zamora,Gallegos Del Pan
Espana,Castilla Y Leon,ZA,Zamora,Gallegos Del Rio
Espana,Castilla Y Leon,ZA,Zamora,Granja De Moreruela
Espana,Castilla Y Leon,ZA,Zamora,Granucillo
Espana,Castilla Y Leon,ZA,Zamora,Guarrate
Espana,Castilla Y Leon,ZA,Zamora,Hermisende
Espana,Castilla Y Leon,ZA,Zamora,Jambrina
Espana,Castilla Y Leon,ZA,Zamora,Justel
Espana,Castilla Y Leon,ZA,Zamora,La Hiniesta
Espana,Castilla Y Leon,ZA,Zamora,La Torre
Espana,Castilla Y Leon,ZA,Zamora,Losacino
Espana,Castilla Y Leon,ZA,Zamora,Losacio
Espana,Castilla Y Leon,ZA,Zamora,Lubian
Espana,Castilla Y Leon,ZA,Zamora,Luelmo
Espana,Castilla Y Leon,ZA,Zamora,Madridanos
Espana,Castilla Y Leon,ZA,Zamora,Mahide
Espana,Castilla Y Leon,ZA,Zamora,Maire De Castroponce
Espana,Castilla Y Leon,ZA,Zamora,Malva
Espana,Castilla Y Leon,ZA,Zamora,Manganeses De La Lampreana
Espana,Castilla Y Leon,ZA,Zamora,Manganeses De La Polvorosa
Espana,Castilla Y Leon,ZA,Zamora,Manzanal De Arriba
Espana,Castilla Y Leon,ZA,Zamora,Manzanal De Los Infantes
Espana,Castilla Y Leon,ZA,Zamora,Manzanal Del Barco
Espana,Castilla Y Leon,ZA,Zamora,Matilla De Arzon
Espana,Castilla Y Leon,ZA,Zamora,Matilla La Seca
Espana,Castilla Y Leon,ZA,Zamora,Mayalde
Espana,Castilla Y Leon,ZA,Zamora,Melgar De Tera
Espana,Castilla Y Leon,ZA,Zamora,Micereces De Tera
Espana,Castilla Y Leon,ZA,Zamora,Milles De La Polvorosa
Espana,Castilla Y Leon,ZA,Zamora,Molacillos
Espana,Castilla Y Leon,ZA,Zamora,Molezuelas De La Carballeda
Espana,Castilla Y Leon,ZA,Zamora,Mombuey
Espana,Castilla Y Leon,ZA,Zamora,Monfarracinos
Espana,Castilla Y Leon,ZA,Zamora,Montamarta
Espana,Castilla Y Leon,ZA,Zamora,Moral De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Moraleja De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Moraleja Del Vino
Espana,Castilla Y Leon,ZA,Zamora,Morales De Toro
Espana,Castilla Y Leon,ZA,Zamora,Morales De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Morales Del Vino
Espana,Castilla Y Leon,ZA,Zamora,Moralina
Espana,Castilla Y Leon,ZA,Zamora,Moreruela De Los Infanzones
Espana,Castilla Y Leon,ZA,Zamora,Moreruela De Tabara
Espana,Castilla Y Leon,ZA,Zamora,Muelas De Los Caballeros
Espana,Castilla Y Leon,ZA,Zamora,Muelas Del Pan
Espana,Castilla Y Leon,ZA,Zamora,Muga De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Navianos De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Olmillos De Castro
Espana,Castilla Y Leon,ZA,Zamora,Otero De Bodas
Espana,Castilla Y Leon,ZA,Zamora,Pajares De La Lampreana
Espana,Castilla Y Leon,ZA,Zamora,Palacios De Sanabria
Espana,Castilla Y Leon,ZA,Zamora,Palacios Del Pan
Espana,Castilla Y Leon,ZA,Zamora,Pedralba De La Praderia
Espana,Castilla Y Leon,ZA,Zamora,Peleagonzalo
Espana,Castilla Y Leon,ZA,Zamora,Peleas De Abajo
Espana,Castilla Y Leon,ZA,Zamora,Penausende
Espana,Castilla Y Leon,ZA,Zamora,Peque
Espana,Castilla Y Leon,ZA,Zamora,Pereruela
Espana,Castilla Y Leon,ZA,Zamora,Perilla De Castro
Espana,Castilla Y Leon,ZA,Zamora,Piedrahita De Castro
Espana,Castilla Y Leon,ZA,Zamora,Pinilla De Toro
Espana,Castilla Y Leon,ZA,Zamora,Pobladura De Valderaduey
Espana,Castilla Y Leon,ZA,Zamora,Pobladura Del Valle
Espana,Castilla Y Leon,ZA,Zamora,Pozoantiguo
Espana,Castilla Y Leon,ZA,Zamora,Pozuelo De Tabara
Espana,Castilla Y Leon,ZA,Zamora,Puebla De Sanabria
Espana,Castilla Y Leon,ZA,Zamora,Pueblica De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Quintanilla De Urz
Espana,Castilla Y Leon,ZA,Zamora,Quintanilla Del Olmo
Espana,Castilla Y Leon,ZA,Zamora,Quiruelas De Vidriales
Espana,Castilla Y Leon,ZA,Zamora,Rabanales
Espana,Castilla Y Leon,ZA,Zamora,Rabano De Aliste
Espana,Castilla Y Leon,ZA,Zamora,Requejo
Espana,Castilla Y Leon,ZA,Zamora,Revellinos
Espana,Castilla Y Leon,ZA,Zamora,Riofrio De Aliste
Espana,Castilla Y Leon,ZA,Zamora,Rionegro Del Puente
Espana,Castilla Y Leon,ZA,Zamora,Roales
Espana,Castilla Y Leon,ZA,Zamora,Roelos De Sayago
Espana,Castilla Y Leon,ZA,Zamora,Rosinos De La Requejada
Espana,Castilla Y Leon,ZA,Zamora,Samir De Los Canos
Espana,Castilla Y Leon,ZA,Zamora,San Agustin Del Pozo
Espana,Castilla Y Leon,ZA,Zamora,San Cebrian De Castro
Espana,Castilla Y Leon,ZA,Zamora,San Cristobal De Entrevinas
Espana,Castilla Y Leon,ZA,Zamora,San Esteban Del Molar
Espana,Castilla Y Leon,ZA,Zamora,San Martin De Valderaduey
Espana,Castilla Y Leon,ZA,Zamora,San Miguel De La Ribera
Espana,Castilla Y Leon,ZA,Zamora,San Miguel Del Valle
Espana,Castilla Y Leon,ZA,Zamora,San Pedro De Ceque
Espana,Castilla Y Leon,ZA,Zamora,San Vicente De La Cabeza
Espana,Castilla Y Leon,ZA,Zamora,San Vitero
Espana,Castilla Y Leon,ZA,Zamora,Santa Clara De Avedillo
Espana,Castilla Y Leon,ZA,Zamora,Santa Colomba De Las Monjas
Espana,Castilla Y Leon,ZA,Zamora,Santa Cristina De La Polvorosa
Espana,Castilla Y Leon,ZA,Zamora,Santa Croya De Tera
Espana,Castilla Y Leon,ZA,Zamora,Santa Maria De La Vega
Espana,Castilla Y Leon,ZA,Zamora,Santibanez De Tera
Espana,Castilla Y Leon,ZA,Zamora,Santibanez De Vidriales
Espana,Castilla Y Leon,ZA,Zamora,Sanzoles
Espana,Castilla Y Leon,ZA,Zamora,Tabara
Espana,Castilla Y Leon,ZA,Zamora,Tapioles
Espana,Castilla Y Leon,ZA,Zamora,Torregamones
Espana,Castilla Y Leon,ZA,Zamora,Torres Del Carrizal
Espana,Castilla Y Leon,ZA,Zamora,Trefacio
Espana,Castilla Y Leon,ZA,Zamora,Una De Quintana
Espana,Castilla Y Leon,ZA,Zamora,Vadillo De La Guarena
Espana,Castilla Y Leon,ZA,Zamora,Valcabado
Espana,Castilla Y Leon,ZA,Zamora,Valdefinjas
Espana,Castilla Y Leon,ZA,Zamora,Valdescorriel
Espana,Castilla Y Leon,ZA,Zamora,Vallesa De La Guarena
Espana,Castilla Y Leon,ZA,Zamora,Vega De Tera
Espana,Castilla Y Leon,ZA,Zamora,Vega De Villalobos
Espana,Castilla Y Leon,ZA,Zamora,Vegalatrave
Espana,Castilla Y Leon,ZA,Zamora,Venialbo
Espana,Castilla Y Leon,ZA,Zamora,Vezdemarban
Espana,Castilla Y Leon,ZA,Zamora,Vidayanes
Espana,Castilla Y Leon,ZA,Zamora,Videmala
Espana,Castilla Y Leon,ZA,Zamora,Villabrazaro
Espana,Castilla Y Leon,ZA,Zamora,Villabuena Del Puente
Espana,Castilla Y Leon,ZA,Zamora,Villadepera
Espana,Castilla Y Leon,ZA,Zamora,Villaescusa
Espana,Castilla Y Leon,ZA,Zamora,Villafafila
Espana,Castilla Y Leon,ZA,Zamora,Villaferruena
Espana,Castilla Y Leon,ZA,Zamora,Villalazan
Espana,Castilla Y Leon,ZA,Zamora,Villalba De La Lampreana
Espana,Castilla Y Leon,ZA,Zamora,Villalcampo
Espana,Castilla Y Leon,ZA,Zamora,Villalobos
Espana,Castilla Y Leon,ZA,Zamora,Villalonso
Espana,Castilla Y Leon,ZA,Zamora,Villalpando
Espana,Castilla Y Leon,ZA,Zamora,Villalube
Espana,Castilla Y Leon,ZA,Zamora,Villamayor De Campos
Espana,Castilla Y Leon,ZA,Zamora,Villamor De Los Escuderos
Espana,Castilla Y Leon,ZA,Zamora,Villanazar
Espana,Castilla Y Leon,ZA,Zamora,Villanueva De Azoague
Espana,Castilla Y Leon,ZA,Zamora,Villanueva De Campean
Espana,Castilla Y Leon,ZA,Zamora,Villanueva De Las Peras
Espana,Castilla Y Leon,ZA,Zamora,Villanueva Del Campo
Espana,Castilla Y Leon,ZA,Zamora,Villar De Fallaves
Espana,Castilla Y Leon,ZA,Zamora,Villar Del Buey
Espana,Castilla Y Leon,ZA,Zamora,Villaralbo
Espana,Castilla Y Leon,ZA,Zamora,Villardeciervos
Espana,Castilla Y Leon,ZA,Zamora,Villardiegua De La Ribera
Espana,Castilla Y Leon,ZA,Zamora,Villardiga
Espana,Castilla Y Leon,ZA,Zamora,Villardondiego
Espana,Castilla Y Leon,ZA,Zamora,Villarrin De Campos
Espana,Castilla Y Leon,ZA,Zamora,Villaseco Del Pan
Espana,Castilla Y Leon,ZA,Zamora,Villavendimio
Espana,Castilla Y Leon,ZA,Zamora,Villaveza De Valverde
Espana,Castilla Y Leon,ZA,Zamora,Villaveza Del Agua
Espana,Castilla-La Mancha,AB,Albacete,Abengibre
Espana,Castilla-La Mancha,AB,Albacete,Alatoz
Espana,Castilla-La Mancha,AB,Albacete,Albacete
Espana,Castilla-La Mancha,AB,Albacete,Albatana
Espana,Castilla-La Mancha,AB,Albacete,Alborea
Espana,Castilla-La Mancha,AB,Albacete,Alcadozo
Espana,Castilla-La Mancha,AB,Albacete,Alcala Del Jucar
Espana,Castilla-La Mancha,AB,Albacete,Alcaraz
Espana,Castilla-La Mancha,AB,Albacete,Almansa
Espana,Castilla-La Mancha,AB,Albacete,Alpera
Espana,Castilla-La Mancha,AB,Albacete,Ayna
Espana,Castilla-La Mancha,AB,Albacete,Balazote
Espana,Castilla-La Mancha,AB,Albacete,Balsa De Ves
Espana,Castilla-La Mancha,AB,Albacete,Barrax
Espana,Castilla-La Mancha,AB,Albacete,Bienservida
Espana,Castilla-La Mancha,AB,Albacete,Bogarra
Espana,Castilla-La Mancha,AB,Albacete,Bonete
Espana,Castilla-La Mancha,AB,Albacete,Carcelen
Espana,Castilla-La Mancha,AB,Albacete,Casas De Juan Nunez
Espana,Castilla-La Mancha,AB,Albacete,Casas De Lazaro
Espana,Castilla-La Mancha,AB,Albacete,Casas De Ves
Espana,Castilla-La Mancha,AB,Albacete,Casas-Ibanez
Espana,Castilla-La Mancha,AB,Albacete,Caudete
Espana,Castilla-La Mancha,AB,Albacete,Cenizate
Espana,Castilla-La Mancha,AB,Albacete,Cotillas
Espana,Castilla-La Mancha,AB,Albacete,El Ballestero
Espana,Castilla-La Mancha,AB,Albacete,El Bonillo
Espana,Castilla-La Mancha,AB,Albacete,Elche De La Sierra
Espana,Castilla-La Mancha,AB,Albacete,Ferez
Espana,Castilla-La Mancha,AB,Albacete,Fuensanta (Ab)
Espana,Castilla-La Mancha,AB,Albacete,Fuente-Alamo
Espana,Castilla-La Mancha,AB,Albacete,Fuentealbilla
Espana,Castilla-La Mancha,AB,Albacete,Golosalvo
Espana,Castilla-La Mancha,AB,Albacete,Hellin
Espana,Castilla-La Mancha,AB,Albacete,Higueruela
Espana,Castilla-La Mancha,AB,Albacete,Jorquera
Espana,Castilla-La Mancha,AB,Albacete,La Gineta
Espana,Castilla-La Mancha,AB,Albacete,La Herrera (Ab)
Espana,Castilla-La Mancha,AB,Albacete,La Recueja
Espana,Castilla-La Mancha,AB,Albacete,La Roda
Espana,Castilla-La Mancha,AB,Albacete,Letur
Espana,Castilla-La Mancha,AB,Albacete,Lezuza
Espana,Castilla-La Mancha,AB,Albacete,Lietor
Espana,Castilla-La Mancha,AB,Albacete,Madrigueras (Ab)
Espana,Castilla-La Mancha,AB,Albacete,Mahora
Espana,Castilla-La Mancha,AB,Albacete,Masegoso
Espana,Castilla-La Mancha,AB,Albacete,Minaya
Espana,Castilla-La Mancha,AB,Albacete,Molinicos
Espana,Castilla-La Mancha,AB,Albacete,Montalvos
Espana,Castilla-La Mancha,AB,Albacete,Montealegre Del Castillo
Espana,Castilla-La Mancha,AB,Albacete,Motilleja
Espana,Castilla-La Mancha,AB,Albacete,Munera (Ab)
Espana,Castilla-La Mancha,AB,Albacete,Navas De Jorquera
Espana,Castilla-La Mancha,AB,Albacete,Nerpio
Espana,Castilla-La Mancha,AB,Albacete,Ontur
Espana,Castilla-La Mancha,AB,Albacete,Ossa De Montiel
Espana,Castilla-La Mancha,AB,Albacete,Penas De San Pedro
Espana,Castilla-La Mancha,AB,Albacete,Penascosa
Espana,Castilla-La Mancha,AB,Albacete,Petrola
Espana,Castilla-La Mancha,AB,Albacete,Povedilla
Espana,Castilla-La Mancha,AB,Albacete,Pozo Canada
Espana,Castilla-La Mancha,AB,Albacete,Pozo-Lorente
Espana,Castilla-La Mancha,AB,Albacete,Pozohondo
Espana,Castilla-La Mancha,AB,Albacete,Pozuelo
Espana,Castilla-La Mancha,AB,Albacete,Riopar
Espana,Castilla-La Mancha,AB,Albacete,Robledo
Espana,Castilla-La Mancha,AB,Albacete,Salobre
Espana,Castilla-La Mancha,AB,Albacete,San Pedro (Ab)
Espana,Castilla-La Mancha,AB,Albacete,Socovos
Espana,Castilla-La Mancha,AB,Albacete,Tarazona De La Mancha
Espana,Castilla-La Mancha,AB,Albacete,Tobarra
Espana,Castilla-La Mancha,AB,Albacete,Valdeganga
Espana,Castilla-La Mancha,AB,Albacete,Vianos
Espana,Castilla-La Mancha,AB,Albacete,Villa De Ves
Espana,Castilla-La Mancha,AB,Albacete,Villalgordo Del Jucar
Espana,Castilla-La Mancha,AB,Albacete,Villamalea
Espana,Castilla-La Mancha,AB,Albacete,Villapalacios
Espana,Castilla-La Mancha,AB,Albacete,Villarrobledo
Espana,Castilla-La Mancha,AB,Albacete,Villatoya
Espana,Castilla-La Mancha,AB,Albacete,Villavaliente
